# Site domain	packaged SVG slug	upstream brand source URL
opencollective.com	opencollective	https://docs.opencollective.com/help/about#media-logo
openmined.org	openmined	https://www.openmined.org
opensea.io	opensea	https://docs.opensea.io
openssl.org	openssl	https://www.openssl.org
openstreetmap.org	openstreetmap	https://www.openstreetmap.org
openwrt.org	openwrt	https://openwrt.org/docs/guide-graphic-designer/openwrt-logo
opera.com	opera	https://brand.opera.com/1472-2/opera-logos/
opslevel.com	opslevel	https://www.opslevel.com
orange.com	orange	https://brand.orange.com
oreilly.com	oreilly	https://www.oreilly.com/about/logos/
organicmaps.app	organicmaps	https://organicmaps.app
origin.com	origin	https://www.origin.com/gbr/en-us/store
overcast.fm	overcast	https://overcast.fm
paddypower.com	paddypower	https://www.paddypower.com
padlet.com	padlet	https://legal.padlet.com/trademark
pagekit.com	pagekit	https://pagekit.com/logo-guide
pagerduty.com	pagerduty	https://www.pagerduty.com/brand/
panasonic.com	panasonic	https://www.panasonic.com
paperspace.com	paperspace	https://docs.paperspace.com/img/ps-logo-light.svg
paperswithcode.com	paperswithcode	https://paperswithcode.com
passbolt.com	passbolt	https://www.passbolt.com/credits/press-kit
pastebin.com	pastebin	https://pastebin.com
patreon.com	patreon	https://www.patreon.com/brand
paychex.com	paychex	https://www.paychex.com
payhip.com	payhip	https://payhip.com
payloadcms.com	payloadcms	https://payloadcms.com
paypal.com	paypal	https://www.paypal.com/us
paytm.com	paytm	https://paytm.com
pcgamingwiki.com	pcgamingwiki	https://www.pcgamingwiki.com/wiki/Home
pdq.com	pdq	https://pdq.com
pearson.com	pearson	https://www.pearson.com
penny.de	penny	https://www.penny.de
perplexity.ai	perplexity	https://www.perplexity.ai
pexels.com	pexels	https://www.pexels.com
phonepe.com	phonepe	https://www.phonepe.com/press/
photobucket.com	photobucket	https://photobucket.com
php.net	php	https://php.net/download-logos.php
phpbb.com	phpbb	https://www.phpbb.com/about/logos
piaggiogroup.com	piaggiogroup	https://www.piaggiogroup.com
picpay.com	picpay	https://www.picpay.com/site/sobre-nos
picrew.me	picrew	https://picrew.me
picxy.com	picxy	https://www.picxy.com
pinterest.com	pinterest	https://business.pinterest.com/en/brand-guidelines
pioneerdj.com	pioneerdj	https://www.pioneerdj.com
pivotaltracker.com	pivotaltracker	https://www.pivotaltracker.com/branding-guidelines
pixabay.com	pixabay	https://pixabay.com
pixiv.net	pixiv	https://policies.pixiv.net/en.html#brand
plangrid.com	plangrid	https://app.plangrid.com
playstation.com	playstation	https://www.playstation.com/en-us/
pleroma.social	pleroma	https://pleroma.social
plesk.com	plesk	https://www.plesk.com/brand/
plex.tv	plex	https://brand.plex.tv
plotly.com	plotly	https://plotly.com/brand-guidelines
plume.com	plume	https://www.plume.com
pnpm.io	pnpm	https://pnpm.io/logos
pocketcasts.com	pocketcasts	https://blog.pocketcasts.com/press/
podman.io	podman	https://podman.io
poe.com	poe	https://poe.com
poly.com	poly	https://www.poly.com
polygon.technology	polygon	https://www.polygon.technology
pomerium.com	pomerium	https://www.pomerium.com/static-img/logo-light-icon.svg
porkbun.design	porkbun	https://porkbun.design
postcss.org	postcss	https://postcss.org
postgresql.org	postgresql	https://wiki.postgresql.org/wiki/Logo
postiz.com	postiz	https://postiz.com
postmates.com	postmates	https://postmates.com/press-and-media
premierleague.com	premierleague	https://www.premierleague.com
printables.com	printables	https://printables.com
privatedivision.com	privatedivision	https://account.privatedivision.com
processingfoundation.org	processingfoundation	https://processingfoundation.org
processwire.com	processwire	https://processwire.com
producthunt.com	producthunt	https://www.producthunt.com/branding
progate.com	progate	https://progate.com
progress.com	progress	https://www.progress.com
prometheus.io	prometheus	https://prometheus.io
prosieben.de	prosieben	https://www.prosieben.de
proton.me	proton	https://proton.me/media/kit
puppet.com	puppet	https://puppet.com/company/press-room/
pypi.org	pypi	https://pypi.org
python.org	python	https://www.python.org/community/logos/
qemu.org	qemu	https://wiki.qemu.org/Logo
qgis.org	qgis	https://www.qgis.org/en/site/getinvolved/styleguide.html
qnap.com	qnap	https://marketing.qnap.com/resource/qnap-logo-k100
qt.io	qt	https://www.qt.io
qualcomm.com	qualcomm	https://www.qualcomm.com
qualtrics.com	qualtrics	https://www.qualtrics.com/brand-book
quora.com	quora	https://www.quora.com
qwant.com	qwant	https://about.qwant.com
qwen.ai	qwen	https://qwen.ai
rainyun.com	rainyun	https://www.rainyun.com
rakuten.com	rakuten	https://global.rakuten.com/corp/news/media
rancher.com	rancher	https://rancher.com/brand-guidelines/
rasa.com	rasa	https://rasa.com
razer.com	razer	https://press.razer.com
razorpay.com	razorpay	https://razorpay.com/newsroom/brand-assets/
redcandlegames.com	redcandlegames	https://shop.redcandlegames.com
redhat.com	redhat	https://www.redhat.com/en/about/brand/new-brand/details
redis.io	redis	https://redis.io/brand-guidelines
redmine.org	redmine	https://www.redmine.org/projects/redmine/wiki/logo
redsys.es	redsys	https://redsys.es
reebok.com	reebok	https://www.reebok.com/us
renpy.org	renpy	https://renpy.org
rescuetime.com	rescuetime	https://www.rescuetime.com/press
ring.com	ring	https://store.ring.com/press
riotgames.com	riotgames	https://www.riotgames.com/en/press
ripple.com	ripple	https://www.ripple.com/media-kit/
robinhood.com	robinhood	https://press.robinhood.com
roblox.com	roblox	https://www.roblox.com
rockstargames.com	rockstargames	https://www.rockstargames.com
roku.com	roku	https://www.roku.com
root.cern	root	https://root.cern/assets/images/logos/svg/ROOT.svg
ros.org	ros	https://www.ros.org/press-kit/
roundcube.net	roundcube	https://roundcube.net
rte.ie	rte	https://www.rte.ie/archives/
rtl.de	rtl	https://www.rtl.de
rubygems.org	rubygems	https://rubygems.org/pages/about
rumble.com	rumble	https://rumble.com
ryanair.com	ryanair	https://corporate.ryanair.com/media-centre/stock-images-gallery/#album-container-3
sabanci.com	sabanci	https://www.sabanci.com/en
sahibinden.com	sahibinden	https://www.sahibinden.com/favicon.ico
sailfishos.org	sailfishos	https://sailfishos.org
salla.com	salla	https://brand.salla.com
samsung.com	samsung	https://www.samsung.com/us/about-us/brand-identity/logo/
scopus.com	scopus	https://www.scopus.com
seagate.com	seagate	https://branding.seagate.com/productpage/3fc51aba-c35a-4eff-a833-a258b0440bd2
securityscorecard.com	securityscorecard	https://securityscorecard.com
semrush.com	semrush	https://www.semrush.com
sentry.io	sentry	https://sentry.io/branding/
sessionize.com	sessionize	https://sessionize.com/brand
setapp.com	setapp	https://setapp.com
shadow.tech	shadow	https://shadow.tech
shazam.com	shazam	https://shazam.com
shopee.com	shopee	https://shopee.com
shopify.com	shopify	https://www.shopify.com/brand-assets
showpad.com	showpad	https://www.showpad.com
showwcase.com	showwcase	https://www.showwcase.com
siemens.com	siemens	https://siemens.com
sifive.com	sifive	https://www.sifive.com
signal.org	signal	https://signal.org/brand
silverairways.com	silverairways	https://www.silverairways.com
similarweb.com	similarweb	https://www.similarweb.com
sitepoint.com	sitepoint	https://www.sitepoint.com
sketch.com	sketch	https://www.sketch.com/about-us/#press
sketchfab.com	sketchfab	https://sketchfab.com/press
sketchup.com	sketchup	https://www.sketchup.com
skillshare.com	skillshare	https://www.skillshare.com
skypack.dev	skypack	https://skypack.dev
slideshare.net	slideshare	https://www.slideshare.net/ss/creators/
smart.com	smart	https://global.smart.com
smartthings.com	smartthings	https://www.smartthings.com/press-kit
snapchat.com	snapchat	https://www.snapchat.com/brand-guidelines
snowpack.dev	snowpack	https://www.snowpack.dev
sogou.com	sogou	https://www.sogou.com
sololearn.com	sololearn	https://www.sololearn.com
songoda.com	songoda	https://songoda.com/branding
sonos.com	sonos	https://www.sonos.com/en-gb/home
sony.com	sony	https://www.sony.com
soundcharts.com	soundcharts	https://soundcharts.com/img/soundcharts-logo.svg
soundcloud.com	soundcloud	https://press.soundcloud.com
sourceforge.net	sourceforge	https://sourceforge.net
sourcehut.org	sourcehut	https://sourcehut.org/logo/
spacemacs.org	spacemacs	https://www.spacemacs.org
spaceship.com	spaceship	https://www.spaceship.com
spacex.com	spacex	https://www.spacex.com
spdx.org	spdx	https://spdx.org/Resources
speakerdeck.com	speakerdeck	https://speakerdeck.com
spectrum.chat	spectrum	https://spectrum.chat
speedtest.net	speedtest	https://www.speedtest.net
spigotmc.org	spigotmc	https://www.spigotmc.org
splunk.com	splunk	https://www.splunk.com
spoj.com	spoj	https://www.spoj.com
spotify.com	spotify	https://developer.spotify.com/documentation/general/design-and-branding/#using-our-logo
spring.io	spring	https://spring.io/trademarks
srgssr.ch	srgssr	https://www.srgssr.ch/en/news-media/downloads/logos
ssrn.com	ssrn	https://www.ssrn.com
stackbit.com	stackbit	https://www.stackbit.com/branding-guidelines/
stackblitz.com	stackblitz	https://stackblitz.com
stackoverflow.design	stackoverflow	https://stackoverflow.design/brand/logo/
stackshare.io	stackshare	https://stackshare.io/branding
starbucks.com	starbucks	https://starbucks.com
starlingbank.com	starlingbank	https://www.starlingbank.com/media/
startpage.com	startpage	https://startpage.com/en/about-us
startrek.com	startrek	https://intl.startrek.com
statista.com	statista	https://www.statista.com
statuspal.io	statuspal	https://statuspal.io
steamdb.info	steamdb	https://steamdb.info
steemit.com	steemit	https://steemit.com
stellar.org	stellar	https://stellar.org/brand-resources
stencyl.com	stencyl	https://www.stencyl.com/about/press/
storyblok.com	storyblok	https://www.storyblok.com/press
stripe.com	stripe	https://stripe.com/newsroom/information
stubhub.com	stubhub	https://www.stubhub.com
studio3t.com	studio3t	https://studio3t.com
sublimetext.com	sublimetext	https://www.sublimetext.com
sui.io	sui	https://sui.io/media-kit
suno.com	suno	https://suno.com
supercell.com	supercell	https://brand.supercell.com/media
supermicro.com	supermicro	https://www.supermicro.com/manuals/supermicro_logo_guidelines.pdf
surveymonkey.com	surveymonkey	https://www.surveymonkey.com/mp/brandassets/
swagger.io	swagger	https://swagger.io
symphony.com	symphony	https://symphony.com
synology.com	synology	https://www.synology.com/en-global/company/branding
tabelog.com	tabelog	https://tabelog.com
tablecheck.com	tablecheck	https://www.tablecheck.com/join
tacobell.com	tacobell	https://www.tacobell.com
tado.com	tado	https://www.tado.com/gb-en/press-assets
tailscale.com	tailscale	https://tailscale.com/press
taipy.io	taipy	https://taipy.io
talenthouse.com	talenthouse	https://www.talenthouse.com
tangled.org	tangled	https://tangled.org/tangled.org/core/blob/a5d661f5506280d56929442f7f196f536c514ae7/appview/pages/templates/fragments/dolly/logo.html
target.com	target	https://www.target.com
tarom.ro	tarom	https://www.tarom.ro
tarteaucitron.io	tarteaucitron	https://tarteaucitron.io/wp-content/uploads/2024/09/cropped-logo.png
tcs.com	tcs	https://www.tcs.com
teamspeak.com	teamspeak	https://teamspeak.com
teamviewer.com	teamviewer	https://www.teamviewer.com
ted.com	ted	https://www.ted.com/participate/organize-a-local-tedx-event/tedx-organizer-guide/branding-promotions/logo-and-design/your-tedx-logo
teepublic.design	teepublic	https://teepublic.design/brand-kit
telegram.org	telegram	https://telegram.org/tour/screenshots
telenor.no	telenor	https://www.telenor.no
tensorflow.org	tensorflow	https://www.tensorflow.org
teratail.com	teratail	https://teratail.com
tesla.com	tesla	https://www.tesla.com/tesla-gallery
testin.cn	testin	https://www.testin.cn
tether.to	tether	https://tether.to/branding/
theconversation.com	theconversation	https://theconversation.com/republishing-guidelines
theguardian.com	theguardian	https://www.theguardian.com/international
theodinproject.com	theodinproject	https://www.theodinproject.com
thingiverse.com	thingiverse	https://www.thingiverse.com
threema.ch	threema	https://threema.ch/en/press
thunderbird.net	thunderbird	https://design.thunderbird.net/resources/logo
tidal.com	tidal	https://tidal.com/press
tietoevry.com	tietoevry	https://www.tietoevry.com/en/about-us/our-company/
tiktok.com	tiktok	https://tiktok.com
tinkercad.com	tinkercad	https://www.tinkercad.com
tinyletter.com	tinyletter	https://tinyletter.com/site/press/
tokio.rs	tokio	https://tokio.rs/img/icons/tokio.svg
ton.org	ton	https://ton.org/en/brand-assets
topcoder.com	topcoder	https://www.topcoder.com/thrive/articles/How%20to%20use%20the%20Topcoder%20GUI%20KIT
torproject.org	torproject	https://styleguide.torproject.org/brand-assets
totvs.com	totvs	https://marca.totvs.com/downloads
toyota.com	toyota	https://www.toyota.com/brandguidelines/logo/
tradingview.com	tradingview	https://www.tradingview.com/media-kit
trae.ai	trae	https://www.trae.ai
trailforks.com	trailforks	https://www.trailforks.com/about/graphics
trainerroad.com	trainerroad	https://www.trainerroad.com/press
traxsource.com	traxsource	https://www.traxsource.com/logos-and-images/
trendmicro.com	trendmicro	https://www.trendmicro.com
truenas.com	truenas	https://www.truenas.com
trustedshops.com	trustedshops	https://brand.trustedshops.com/d/dorIFVeUmcN9/corporate-design
tubi.tv	tubi	https://gdpr.tubi.tv
tumblr.com	tumblr	https://www.tumblr.com/logo
turbosquid.com	turbosquid	https://www.brand.turbosquid.com/turbosquidicons
turso.tech	turso	https://turso.tech
twinmotion.com	twinmotion	https://www.twinmotion.com
twitch.tv	twitch	https://brand.twitch.tv
typeform.com	typeform	https://www.typeform.com
uber.com	uber	https://assets.uber.com/d/k4nuxdZ8MC7E/logos/collection/151
ubisoft.com	ubisoft	https://www.ubisoft.com/en-US/company/overview.aspx
ubuntu.com	ubuntu	https://design.ubuntu.com/resources
udacity.com	udacity	https://www.udacity.com
udemy.com	udemy	https://udemy.com
ufc.com	ufc	https://www.ufc.com
ultralytics.com	ultralytics	https://www.ultralytics.com
uml.org	uml	https://www.uml.org
unacademy.com	unacademy	https://unacademy.com
underarmour.com	underarmour	https://www.underarmour.com/en-us
uniqlo.com	uniqlo	https://www.uniqlo.com
unity.com	unity	https://brand.unity.com
unrealengine.com	unrealengine	https://www.unrealengine.com/en-US/branding
unstop.com	unstop	https://unstop.com/our-partners/branding-guidelines
untappd.com	untappd	https://untappd.com
upcloud.com	upcloud	https://upcloud.com/brand-assets/
uservoice.com	uservoice	https://www.uservoice.com
v0.dev	v0	https://v0.dev
v8.dev	v8	https://v8.dev/logo
vectary.com	vectary	https://www.vectary.com
venmo.com	venmo	https://venmo.com/about/brand
vercel.com	vercel	https://vercel.com/geist/brands
verdaccio.org	verdaccio	https://verdaccio.org/docs/logo
viber.com	viber	https://www.viber.com/brand-center
viblo.asia	viblo	https://viblo.asia
vimeo.com	vimeo	https://press.vimeo.com/brand-guidelines
virgin.com	virgin	https://www.virgin.com/img/virgin-logo-square.svg
virtualbox.org	virtualbox	https://www.virtualbox.org/svn/vbox/trunk/src/VBox/Artwork/OSE
virustotal.com	virustotal	https://www.virustotal.com
visa.com	visa	https://merchantsignageeu.visa.com/product.asp?dptID=696
vivaldi.com	vivaldi	https://vivaldi.com/press
vivino.com	vivino	https://www.vivino.com/press
vivo.com	vivo	https://www.vivo.com
vk.com	vk	https://vk.com/brand
voidlinux.org	voidlinux	https://alpha.de.repo.voidlinux.org/logos/void-dark2.svg
vrchat.com	vrchat	https://hello.vrchat.com/press
vultr.com	vultr	https://www.vultr.com/company/brand-assets
w3schools.com	w3schools	https://profile.w3schools.com
wappalyzer.com	wappalyzer	https://www.wappalyzer.com/logos
wasabi.com	wasabi	https://wasabi.com
wattpad.com	wattpad	https://company.wattpad.com/brandguideline
waze.com	waze	https://www.waze.com
weasyl.com	weasyl	https://www.weasyl.com
webrtc.org	webrtc	https://webrtc.org
wechat.design	wechat	https://wechat.design/tool/brand
wgpu.rs	wgpu	https://wgpu.rs
winamp.com	winamp	https://www.winamp.com
windsurf.com	windsurf	https://windsurf.com/brand
wipro.com	wipro	https://www.wipro.com/content/dam/nexus/en/service-lines/applications/latest-thinking/state-of-cybersecurity-report-2019.pdf
wireguard.com	wireguard	https://www.wireguard.com
wise.design	wise	https://wise.design/foundations/logo
wish.com	wish	https://wish.com
wistia.com	wistia	https://wistia.com/about/assets
wix.com	wix	https://www.wix.com/about/design-assets
wizzair.com	wizzair	https://wizzair.com/en-gb/information-and-services/about-us/press-office/logos
woocommerce.com	woocommerce	https://woocommerce.com/style-guide
wordpress.org	wordpress	https://wordpress.org/about/logos
wpengine.com	wpengine	https://wpengine.com/brand-assets
xero.com	xero	https://www.xero.com/uk/about/media/downloads
xiaohongshu.com	xiaohongshu	https://pro.xiaohongshu.com
ycombinator.com	ycombinator	https://www.ycombinator.com/press
youhodler.com	youhodler	https://www.youhodler.com/company
youtube.com	youtube	https://www.youtube.com/howyoutubeworks/resources/brand-resources/#logos-icons-and-colors
zalo.me	zalo	https://zalo.me
zara.com	zara	https://www.zara.com
zendesk.com	zendesk	https://brandland.zendesk.com
zerodha.com	zerodha	https://zerodha.com
zhihu.com	zhihu	https://www.zhihu.com
zillow.com	zillow	https://www.zillow.com
zoho.com	zoho	https://www.zoho.com/branding
zomato.com	zomato	https://www.zomato.com/business/apps
zoom.us	zoom	https://brand.zoom.us/media-library/
zotero.org	zotero	https://www.zotero.org/support/brand
hsr.hoyoverse.com	honkai-star-rail	https://hsr.hoyoverse.com/
zenless.hoyoverse.com	zenless-zone-zero	https://zenless.hoyoverse.com/
honkaiimpact3.hoyoverse.com	honkai-impact-3rd	https://honkaiimpact3.hoyoverse.com/
mc.kurogames.com	wuthering-waves	https://mc.kurogames.com/
wutheringwaves.kurogames.com	wuthering-waves	https://wutheringwaves.kurogames.com/
